symbol,date,open,low,volume,high,close
BNB-EUR,2021-01-26 10:00:00,33.40749740600586,33.40749740600586,0,34.26166915893555,34.22639465332031
BNB-EUR,2021-01-26 11:00:00,34.204345703125,33.48910903930664,0,34.20945739746094,33.52323913574219
BNB-EUR,2021-01-26 12:00:00,33.5089225769043,33.14559555053711,0,33.58601760864258,33.14559555053711
BNB-EUR,2021-01-26 13:00:00,33.139495849609375,33.072242736816406,14666464,33.57709503173828,33.410587310791016
BNB-EUR,2021-01-26 14:00:00,33.4146728515625,32.90644454956055,0,33.486236572265625,33.226036071777344
BNB-EUR,2021-01-26 15:00:00,33.22154998779297,33.19414138793945,6397312,33.52933883666992,33.51034164428711
BNB-EUR,2021-01-26 16:00:00,33.507179260253906,33.34075927734375,9688864,33.68464660644531,33.66465759277344
BNB-EUR,2021-01-26 17:00:00,33.65840148925781,33.65798568725586,581824,33.86077117919922,33.84177017211914
BNB-EUR,2021-01-26 18:00:00,33.854549407958984,33.83034133911133,1138784,33.98445510864258,33.84757614135742
BNB-EUR,2021-01-26 19:00:00,33.87354278564453,33.83909225463867,367424,33.97664260864258,33.88960266113281
BNB-EUR,2021-01-26 20:00:00,33.8974494934082,33.84538269042969,0,34.035980224609375,33.86427307128906
BNB-EUR,2021-01-26 21:00:00,33.84921646118164,33.80912780761719,0,34.00628662109375,33.8096809387207
BNB-EUR,2021-01-26 22:00:00,33.79228591918945,33.74095916748047,0,34.048301696777344,34.048301696777344
BNB-EUR,2021-01-26 23:00:00,34.039493560791016,34.039493560791016,5395616,34.228946685791016,34.22772216796875
BNB-EUR,2021-01-27 00:00:00,34.27724075317383,34.079124450683594,3432896,34.55793762207031,34.31931686401367
BNB-EUR,2021-01-27 01:00:00,34.3104362487793,34.18313980102539,6640288,34.461509704589844,34.208621978759766
BNB-EUR,2021-01-27 02:00:00,34.20540237426758,34.189117431640625,0,34.311275482177734,34.189117431640625
BNB-EUR,2021-01-27 03:00:00,34.17521667480469,33.935508728027344,0,34.17521667480469,34.0267219543457
BNB-EUR,2021-01-27 04:00:00,34.01133346557617,33.834754943847656,0,34.1486930847168,34.113121032714844
BNB-EUR,2021-01-27 05:00:00,34.10569381713867,33.769569396972656,2139584,34.10569381713867,33.79850769042969
BNB-EUR,2021-01-27 06:00:00,33.81655502319336,33.80537033081055,4018784,34.12748336791992,34.12748336791992
BNB-EUR,2021-01-27 07:00:00,34.13267135620117,34.0781135559082,1373344,34.367210388183594,34.36388397216797
BNB-EUR,2021-01-27 08:00:00,34.361671447753906,34.06245040893555,0,34.46440124511719,34.06245040893555
BNB-EUR,2021-01-27 09:00:00,34.050445556640625,33.434547424316406,6636864,34.07676696777344,33.683841705322266
BNB-EUR,2021-01-27 10:00:00,33.69289779663086,33.69289779663086,0,34.05903244018555,33.96994400024414
BNB-EUR,2021-01-27 11:00:00,33.98699951171875,33.72350311279297,221152,34.33612060546875,33.72350311279297
BNB-EUR,2021-01-27 12:00:00,33.708030700683594,33.610294342041016,1522688,33.92400360107422,33.92197799682617
BNB-EUR,2021-01-27 13:00:00,33.90522766113281,33.58491897583008,0,33.95236587524414,33.58491897583008
BNB-EUR,2021-01-27 14:00:00,33.55978012084961,32.91496276855469,0,33.63026428222656,33.006622314453125
BNB-EUR,2021-01-27 15:00:00,33.0062370300293,32.980960845947266,12124128,33.669410705566406,33.669410705566406
BNB-EUR,2021-01-27 16:00:00,33.65330505371094,33.57509994506836,0,33.84735870361328,33.627803802490234
BNB-EUR,2021-01-27 17:00:00,33.63580322265625,33.43077087402344,0,33.724853515625,33.57334518432617
BNB-EUR,2021-01-27 18:00:00,33.545013427734375,33.054931640625,0,33.601234436035156,33.054931640625
BNB-EUR,2021-01-27 19:00:00,33.05581283569336,33.03138732910156,8927872,33.78212356567383,33.685997009277344
BNB-EUR,2021-01-27 20:00:00,33.68635559082031,33.62500762939453,5615904,34.00780487060547,33.971492767333984
BNB-EUR,2021-01-27 21:00:00,33.99618148803711,33.74953079223633,1221280,33.99958801269531,33.85503005981445
BNB-EUR,2021-01-27 22:00:00,33.833290100097656,33.800960540771484,31285024,34.1839599609375,33.92093276977539
BNB-EUR,2021-01-27 23:00:00,33.92197799682617,33.74558639526367,0,33.969696044921875,33.87034225463867
BNB-EUR,2021-01-28 00:00:00,33.8718147277832,33.49862289428711,0,33.987491607666016,33.98014831542969
BNB-EUR,2021-01-28 01:00:00,33.991539001464844,33.94565963745117,0,34.2928581237793,34.2928581237793
BNB-EUR,2021-01-28 02:00:00,34.31181716918945,34.29607391357422,0,34.58549118041992,34.4710693359375
BNB-EUR,2021-01-28 03:00:00,34.466522216796875,34.466522216796875,9608864,34.737911224365234,34.71738052368164
BNB-EUR,2021-01-28 04:00:00,34.704124450683594,34.47510528564453,360960,34.7280387878418,34.7280387878418
BNB-EUR,2021-01-28 05:00:00,34.72846984863281,34.69965744018555,108736,35.07207489013672,35.07207489013672
BNB-EUR,2021-01-28 06:00:00,35.06443405151367,34.994354248046875,2212544,35.11299514770508,35.01287078857422
BNB-EUR,2021-01-28 07:00:00,35.01775360107422,34.60842514038086,732544,35.05589294433594,34.6495246887207
BNB-EUR,2021-01-28 08:00:00,34.64970397949219,34.64936828613281,3787808,34.961666107177734,34.89323806762695
BNB-EUR,2021-01-28 09:00:00,34.879817962646484,34.6620979309082,0,35.0096549987793,34.982147216796875
BNB-EUR,2021-01-28 10:00:00,34.991458892822266,34.92452621459961,11508096,35.26786804199219,35.10393142700195
BNB-EUR,2021-01-28 11:00:00,35.14207077026367,34.82982635498047,0,35.19169616699219,34.82982635498047
BNB-EUR,2021-01-28 12:00:00,34.84968948364258,34.840457916259766,3609408,34.990901947021484,34.864383697509766
BNB-EUR,2021-01-28 13:00:00,34.893775939941406,34.823951721191406,2533920,35.05988693237305,35.03640365600586
BNB-EUR,2021-01-28 14:00:00,35.01744842529297,34.7663688659668,0,35.01744842529297,34.8036003112793
BNB-EUR,2021-01-28 15:00:00,34.794742584228516,34.63546371459961,0,34.8504753112793,34.843257904052734
BNB-EUR,2021-01-28 16:00:00,34.854942321777344,34.76252746582031,3209600,34.96128463745117,34.823699951171875
BNB-EUR,2021-01-28 17:00:00,34.831600189208984,34.67921447753906,2438752,34.975955963134766,34.9623908996582
BNB-EUR,2021-01-28 18:00:00,34.96868896484375,34.87825393676758,0,35.016422271728516,35.001365661621094
BNB-EUR,2021-01-28 19:00:00,34.990142822265625,34.897735595703125,0,35.01095199584961,34.99736404418945
BNB-EUR,2021-01-28 20:00:00,35.00204849243164,35.00204849243164,3765856,35.25581741333008,35.23320770263672
BNB-EUR,2021-01-28 21:00:00,35.23099136352539,35.2071418762207,4282976,35.4141845703125,35.388973236083984
BNB-EUR,2021-01-28 22:00:00,35.39043426513672,35.39043426513672,3950656,35.53016662597656,35.49449157714844
BNB-EUR,2021-01-28 23:00:00,35.483394622802734,34.9779167175293,4947840,35.483394622802734,35.136993408203125
BNB-EUR,2021-01-29 00:00:00,35.120941162109375,35.08964920043945,8481536,35.342247009277344,35.08964920043945
BNB-EUR,2021-01-29 01:00:00,35.00822830200195,34.81489562988281,5576864,35.00822830200195,34.941341400146484
BNB-EUR,2021-01-29 02:00:00,34.965538024902344,34.965538024902344,7869760,35.39943313598633,35.37566375732422
BNB-EUR,2021-01-29 03:00:00,35.37812805175781,35.041534423828125,102848,35.40222930908203,35.11805725097656
BNB-EUR,2021-01-29 04:00:00,35.09776306152344,34.640411376953125,7475072,35.09963607788086,34.893272399902344
BNB-EUR,2021-01-29 05:00:00,34.87456130981445,34.784324645996094,9400704,35.23828887939453,35.23828887939453
BNB-EUR,2021-01-29 06:00:00,35.24066162109375,35.074405670166016,1279712,35.33625793457031,35.074405670166016
BNB-EUR,2021-01-29 07:00:00,35.08507537841797,34.911075592041016,0,35.202083587646484,35.0993537902832
BNB-EUR,2021-01-29 08:00:00,35.140480041503906,35.05789566040039,9560480,35.69596481323242,35.69596481323242
BNB-EUR,2021-01-29 09:00:00,35.716705322265625,35.564334869384766,48021952,35.936649322509766,35.936649322509766
BNB-EUR,2021-01-29 10:00:00,35.949886322021484,35.620033264160156,0,35.9996223449707,35.78886032104492
BNB-EUR,2021-01-29 11:00:00,35.797760009765625,35.79634094238281,13082848,36.262779235839844,36.11490249633789
BNB-EUR,2021-01-29 12:00:00,36.13153076171875,35.84360122680664,0,36.1320686340332,36.09575653076172
BNB-EUR,2021-01-29 13:00:00,36.10422134399414,35.961063385009766,4972160,36.215579986572266,36.215579986572266
BNB-EUR,2021-01-29 14:00:00,36.18791961669922,35.744876861572266,1818816,36.18791961669922,35.908870697021484
BNB-EUR,2021-01-29 15:00:00,35.905879974365234,35.70988082885742,0,35.92368698120117,35.87095260620117
BNB-EUR,2021-01-29 16:00:00,35.85261535644531,35.63819122314453,0,35.91259765625,35.6516227722168
BNB-EUR,2021-01-29 17:00:00,35.663631439208984,35.58694076538086,0,36.148109436035156,35.6031379699707
BNB-EUR,2021-01-29 18:00:00,35.59285354614258,34.90268325805664,0,35.666751861572266,35.110198974609375
BNB-EUR,2021-01-29 19:00:00,35.11338424682617,34.73731994628906,500288,35.23465347290039,34.74576950073242
BNB-EUR,2021-01-29 20:00:00,34.79094696044922,34.716434478759766,7254720,35.046104431152344,34.99103927612305
BNB-EUR,2021-01-29 21:00:00,34.97184371948242,34.88017654418945,0,35.05197525024414,35.05197525024414
BNB-EUR,2021-01-29 22:00:00,35.052276611328125,35.03940963745117,3995136,35.39378356933594,35.22555160522461
BNB-EUR,2021-01-29 23:00:00,35.22965621948242,35.155025482177734,0,35.32441329956055,35.30434799194336
BNB-EUR,2021-01-30 00:00:00,35.30575180053711,35.26123046875,0,35.51597595214844,35.346275329589844
BNB-EUR,2021-01-30 01:00:00,35.34675216674805,35.209014892578125,0,35.5521354675293,35.20942306518555
BNB-EUR,2021-01-30 02:00:00,35.20817947387695,35.1638069152832,0,35.5164680480957,35.2990608215332
BNB-EUR,2021-01-30 03:00:00,35.27968978881836,35.23749542236328,0,35.40640640258789,35.40640640258789
BNB-EUR,2021-01-30 04:00:00,35.405982971191406,35.37575912475586,0,35.64869689941406,35.60984420776367
BNB-EUR,2021-01-30 05:00:00,35.611366271972656,35.44199752807617,0,35.611366271972656,35.5003662109375
BNB-EUR,2021-01-30 06:00:00,35.492149353027344,35.336822509765625,0,35.59183883666992,35.554019927978516
BNB-EUR,2021-01-30 07:00:00,35.552520751953125,35.552520751953125,2716384,35.7493896484375,35.7493896484375
BNB-EUR,2021-01-30 08:00:00,35.744041442871094,35.744041442871094,0,35.87860107421875,35.75299835205078
BNB-EUR,2021-01-30 09:00:00,35.759864807128906,35.75502395629883,0,35.985008239746094,35.98092269897461
BNB-EUR,2021-01-30 10:00:00,35.984169006347656,35.8536376953125,0,36.07561492919922,36.07561492919922
BNB-EUR,2021-01-30 11:00:00,36.096839904785156,35.992835998535156,0,36.198875427246094,36.06645965576172
BNB-EUR,2021-01-30 12:00:00,36.0706787109375,36.0706787109375,7226496,36.632686614990234,36.445709228515625
BNB-EUR,2021-01-30 13:00:00,36.44041442871094,36.43536376953125,2803584,36.71500778198242,36.43838119506836
BNB-EUR,2021-01-30 14:00:00,36.41299819946289,36.4058952331543,0,36.719966888427734,36.71255874633789
BNB-EUR,2021-01-30 15:00:00,36.704524993896484,36.704524993896484,5589184,37.06550598144531,36.882415771484375
BNB-EUR,2021-01-30 16:00:00,36.89654541015625,36.5261344909668,10809216,36.95034408569336,36.85668182373047
BNB-EUR,2021-01-30 17:00:00,36.83607482910156,36.53944778442383,3477056,36.95225143432617,36.95225143432617
BNB-EUR,2021-01-30 18:00:00,36.93301773071289,36.66259002685547,0,36.94206619262695,36.72348403930664
BNB-EUR,2021-01-30 19:00:00,36.72731399536133,36.72731399536133,0,36.9123420715332,36.9123420715332
BNB-EUR,2021-01-30 20:00:00,36.90241622924805,36.82706832885742,0,37.048362731933594,36.9032096862793
BNB-EUR,2021-01-30 21:00:00,36.89471435546875,36.742164611816406,843584,36.934322357177734,36.766239166259766
BNB-EUR,2021-01-30 22:00:00,36.75880813598633,36.756744384765625,0,37.03413009643555,37.03413009643555
BNB-EUR,2021-01-30 23:00:00,37.016632080078125,36.80847930908203,0,37.06023406982422,36.889801025390625
BNB-EUR,2021-01-31 00:00:00,36.88756561279297,36.88678741455078,12860704,37.658260345458984,37.54916763305664
BNB-EUR,2021-01-31 01:00:00,37.54274368286133,37.26940155029297,2882464,37.54274368286133,37.308135986328125
BNB-EUR,2021-01-31 02:00:00,37.3029670715332,36.86943054199219,0,37.310020446777344,36.97568130493164
BNB-EUR,2021-01-31 03:00:00,36.97890853881836,36.70235061645508,0,36.97890853881836,36.77480697631836
BNB-EUR,2021-01-31 04:00:00,36.770687103271484,36.770687103271484,0,37.050052642822266,36.89754104614258
BNB-EUR,2021-01-31 05:00:00,36.89199447631836,36.36524200439453,146048,36.89199447631836,36.486759185791016
BNB-EUR,2021-01-31 06:00:00,36.47356414794922,36.203369140625,0,36.47356414794922,36.203369140625
BNB-EUR,2021-01-31 07:00:00,36.232452392578125,36.19759750366211,0,36.475364685058594,36.42790985107422
BNB-EUR,2021-01-31 08:00:00,36.437400817871094,36.2977294921875,0,36.508670806884766,36.394527435302734
BNB-EUR,2021-01-31 09:00:00,36.39190673828125,36.352394104003906,2089248,36.606842041015625,36.42431640625
BNB-EUR,2021-01-31 10:00:00,36.41535186767578,36.35145568847656,2970848,36.698001861572266,36.6964225769043
BNB-EUR,2021-01-31 11:00:00,36.70319366455078,36.70319366455078,11058304,37.242923736572266,37.22483444213867
BNB-EUR,2021-01-31 12:00:00,37.22295379638672,36.6722297668457,3886880,37.22999572753906,36.80177688598633
BNB-EUR,2021-01-31 13:00:00,36.82501983642578,36.57008743286133,0,36.861244201660156,36.576576232910156
BNB-EUR,2021-01-31 14:00:00,36.57914352416992,36.34596633911133,0,36.608551025390625,36.34596633911133
BNB-EUR,2021-01-31 15:00:00,36.34959411621094,35.78091049194336,170464,36.35221481323242,35.99223327636719
BNB-EUR,2021-01-31 16:00:00,35.99519729614258,35.91082000732422,0,36.27426528930664,36.24603271484375
BNB-EUR,2021-01-31 17:00:00,36.24592971801758,36.13054656982422,0,36.446590423583984,36.13054656982422
BNB-EUR,2021-01-31 18:00:00,36.080875396728516,35.83203125,0,36.25017166137695,35.83203125
BNB-EUR,2021-01-31 19:00:00,35.83869171142578,35.82884216308594,4388832,36.28936767578125,36.2852668762207
BNB-EUR,2021-01-31 20:00:00,36.283424377441406,36.041526794433594,0,36.293182373046875,36.20109939575195
BNB-EUR,2021-01-31 21:00:00,36.18981170654297,35.93470764160156,0,36.20038604736328,35.980308532714844
BNB-EUR,2021-01-31 22:00:00,35.94222640991211,35.88888168334961,0,36.23104476928711,36.217323303222656
BNB-EUR,2021-01-31 23:00:00,36.20777893066406,36.20777893066406,1168640,36.51320266723633,36.50459289550781
BNB-EUR,2021-02-01 00:00:00,36.523353576660156,35.894256591796875,0,36.54772186279297,36.1070671081543
BNB-EUR,2021-02-01 01:00:00,36.10063171386719,36.089805603027344,7568416,36.75627517700195,36.6303596496582
BNB-EUR,2021-02-01 02:00:00,36.615638732910156,36.53609085083008,424064,36.785152435302734,36.633304595947266
BNB-EUR,2021-02-01 03:00:00,36.623294830322266,36.541507720947266,2720704,36.71736145019531,36.71736145019531
BNB-EUR,2021-02-01 04:00:00,36.71881866455078,36.71881866455078,5183936,37.070220947265625,37.070220947265625
BNB-EUR,2021-02-01 05:00:00,37.07010269165039,37.0242919921875,5431424,37.54137420654297,37.54137420654297
BNB-EUR,2021-02-01 06:00:00,37.543601989746094,37.26496887207031,12122592,37.81135177612305,37.41037368774414
BNB-EUR,2021-02-01 07:00:00,37.42808532714844,37.39393997192383,15116288,37.83082962036133,37.72847366333008
BNB-EUR,2021-02-01 08:00:00,37.724273681640625,37.62360382080078,10378176,38.018184661865234,38.018184661865234
BNB-EUR,2021-02-01 09:00:00,38.02490234375,38.02490234375,32396160,38.93338394165039,38.88713836669922
BNB-EUR,2021-02-01 10:00:00,38.894771575927734,38.844642639160156,27202752,39.340675354003906,39.1191291809082
BNB-EUR,2021-02-01 11:00:00,39.13855743408203,39.13855743408203,70400416,40.979034423828125,40.55886459350586
BNB-EUR,2021-02-01 12:00:00,40.499141693115234,39.80180358886719,11225792,40.80819320678711,40.001277923583984
BNB-EUR,2021-02-01 13:00:00,39.99290084838867,39.48188018798828,45033984,40.6533088684082,40.15355682373047
BNB-EUR,2021-02-01 14:00:00,40.15473175048828,39.332000732421875,40115520,40.56318283081055,40.56148147583008
BNB-EUR,2021-02-01 15:00:00,40.53469467163086,40.1107292175293,80248576,41.5530891418457,40.1107292175293
BNB-EUR,2021-02-01 16:00:00,40.087242126464844,40.033756256103516,35051776,40.50920867919922,40.3809814453125
BNB-EUR,2021-02-01 17:00:00,40.39236831665039,40.34897232055664,38191296,41.2262077331543,41.135459899902344
BNB-EUR,2021-02-01 18:00:00,41.154754638671875,40.71220016479492,9708800,41.312843322753906,40.71220016479492
BNB-EUR,2021-02-01 19:00:00,40.768341064453125,40.7292366027832,24516608,41.067020416259766,41.067020416259766
BNB-EUR,2021-02-01 20:00:00,41.0977668762207,40.560001373291016,4245568,41.140865325927734,40.59128189086914
BNB-EUR,2021-02-01 21:00:00,40.600528717041016,40.54621505737305,67352064,42.712493896484375,42.712493896484375
BNB-EUR,2021-02-01 22:00:00,42.614990234375,42.265769958496094,49745472,43.22380447387695,43.00117874145508
BNB-EUR,2021-02-01 23:00:00,42.915565490722656,42.25852966308594,34280128,42.963375091552734,42.81396484375
BNB-EUR,2021-02-02 00:00:00,42.76471710205078,42.07402038574219,15457792,42.76471710205078,42.162654876708984
BNB-EUR,2021-02-02 01:00:00,42.142520904541016,41.70321273803711,12675392,42.2407112121582,42.09354019165039
BNB-EUR,2021-02-02 02:00:00,42.15403747558594,41.79045104980469,6689536,42.15403747558594,41.79045104980469
BNB-EUR,2021-02-02 03:00:00,41.81880569458008,41.55692672729492,4765824,41.831722259521484,41.60209655761719
BNB-EUR,2021-02-02 04:00:00,41.60731506347656,41.519832611083984,19381888,42.00392150878906,41.97792434692383
BNB-EUR,2021-02-02 05:00:00,41.97991180419922,40.950477600097656,0,42.03974533081055,40.950477600097656
BNB-EUR,2021-02-02 06:00:00,40.95379638671875,40.90993118286133,23763456,41.87213897705078,41.87213897705078
BNB-EUR,2021-02-02 07:00:00,41.890907287597656,41.143524169921875,11537536,41.890907287597656,41.62534713745117
BNB-EUR,2021-02-02 08:00:00,41.5930290222168,41.54185104370117,28788608,42.191768646240234,42.02243423461914
BNB-EUR,2021-02-02 09:00:00,42.0020637512207,41.654541015625,37376896,43.341407775878906,42.72838592529297
BNB-EUR,2021-02-02 10:00:00,42.753780364990234,42.46562957763672,15219328,43.36528396606445,43.35923385620117
BNB-EUR,2021-02-02 11:00:00,43.34421157836914,43.3105354309082,0,43.95261764526367,43.40079116821289
BNB-EUR,2021-02-02 12:00:00,43.36841583251953,43.05165481567383,0,43.57144546508789,43.05165481567383
BNB-EUR,2021-02-02 13:00:00,43.03186798095703,42.29880905151367,0,43.33245849609375,42.29880905151367
BNB-EUR,2021-02-02 14:00:00,42.26744079589844,41.86845016479492,0,42.544288635253906,42.528141021728516
BNB-EUR,2021-02-02 15:00:00,42.53219223022461,41.872005462646484,0,42.66132736206055,41.8731803894043
BNB-EUR,2021-02-02 16:00:00,41.89288330078125,41.50077438354492,0,41.89288330078125,41.81637191772461
BNB-EUR,2021-02-02 17:00:00,41.80903244018555,41.39067840576172,0,41.838462829589844,41.81936264038086
BNB-EUR,2021-02-02 18:00:00,41.83284378051758,41.58053970336914,0,42.090911865234375,42.07717514038086
BNB-EUR,2021-02-02 19:00:00,42.0976448059082,41.85448455810547,0,42.0976448059082,41.99977111816406
BNB-EUR,2021-02-02 20:00:00,41.995914459228516,41.55345916748047,461888,41.995914459228516,41.70283126831055
BNB-EUR,2021-02-02 21:00:00,41.71818161010742,41.65022659301758,0,41.8286247253418,41.761043548583984
BNB-EUR,2021-02-02 22:00:00,41.76497268676758,41.764488220214844,0,42.635318756103516,42.59264373779297
BNB-EUR,2021-02-02 23:00:00,42.631690979003906,42.3362922668457,0,42.631690979003906,42.3676872253418
BNB-EUR,2021-02-03 00:00:00,42.417049407958984,42.3808479309082,0,42.864322662353516,42.864322662353516
BNB-EUR,2021-02-03 01:00:00,42.84668731689453,42.35952377319336,0,43.158180236816406,42.35952377319336
BNB-EUR,2021-02-03 02:00:00,42.34953308105469,42.34953308105469,0,42.72220993041992,42.6639404296875
BNB-EUR,2021-02-03 03:00:00,42.658843994140625,42.1927604675293,0,42.658843994140625,42.376380920410156
BNB-EUR,2021-02-03 04:00:00,42.37227249145508,42.005950927734375,0,42.402164459228516,42.2309684753418
